file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R
2094-142345-0008,2094,31.65,6.729998999999997,44.71507,65.722275,False,True,False,18,45,0,2,1,1,0,0,8,0,0,6,2,2,9,3,1,6,0,4,13,0,0,5,0,0,0,294,1,15,0,1,17,0,0,0,1,0,0,0,1,1,1,4,2,34,1,0
2094-142345-0009,2094,14.405,3.164999999999995,47.485294,63.05406,False,True,False,7,24,0,1,1,0,0,0,1,0,0,4,0,3,3,4,1,3,0,2,4,0,0,4,0,0,0,144,0,5,0,2,10,0,0,0,1,0,0,0,1,0,0,2,3,14,0,0
2094-142345-0010,2094,30.615,5.904999999999996,47.240456,66.64154,False,True,False,13,52,0,3,1,1,0,0,3,0,0,5,0,1,11,3,2,6,0,8,10,0,3,8,0,0,0,288,1,7,0,0,21,1,0,0,4,0,0,0,0,0,0,4,3,26,0,0
2094-142345-0011,2094,16.26,4.720000000000002,45.38857,62.686275,False,True,True,10,17,0,0,0,0,1,0,4,0,0,5,0,1,3,2,1,2,0,3,2,0,0,3,1,0,0,132,0,5,0,0,12,0,0,0,2,0,0,0,2,1,0,4,1,13,1,0
2094-142345-0012,2094,16.13,3.4099999999999993,45.917088,63.842552,False,True,False,7,18,0,0,1,0,0,0,3,0,0,3,0,0,3,3,1,0,0,3,5,0,0,3,1,0,0,152,0,10,0,1,10,0,0,0,1,0,0,0,1,0,0,3,0,19,0,0
2094-142345-0013,2094,14.25,3.040000000000001,44.67258,63.64727,False,True,True,10,19,0,2,0,1,0,0,3,0,0,4,0,1,2,2,0,3,0,4,3,0,0,4,1,0,0,132,0,4,0,0,12,2,0,0,1,0,0,0,2,0,0,3,1,15,1,0
2094-142345-0014,2094,12.995,2.4450000000000003,46.989475,63.310207,False,True,False,4,25,0,1,0,0,0,0,1,0,0,2,1,0,3,3,1,3,0,2,2,0,1,9,0,0,0,132,1,5,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,12,0,0
2094-142345-0015,2094,15.015,2.9449999999999994,47.448673,62.99921,False,True,True,5,20,0,1,0,0,0,0,3,0,0,1,0,1,5,4,0,0,0,5,3,0,0,2,0,0,0,139,0,10,0,0,10,3,0,0,0,0,0,0,0,0,0,1,0,15,1,0
2094-142345-0016,2094,2.26,0.9299999999999997,49.78212,63.726593,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2094-142345-0017,2094,2.835,0.48500000000000004,50.831333,63.133682,False,True,False,1,7,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,1,1,0,0,0,27,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0
2094-142345-0018,2094,3.155,0.6449999999999996,49.43865,65.22164,False,True,False,2,7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,1,0,1,0,0,0,0,30,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2094-142345-0019,2094,2.66,0.76,48.034283,,False,False,False,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,22,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2094-142345-0020,2094,2.435,0.7950000000000002,48.180546,66.97794,False,True,False,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,25,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2094-142345-0021,2094,5.335,1.3750000000000002,47.432945,62.68044,False,True,False,4,14,0,1,0,0,0,0,1,0,0,2,0,1,1,2,2,0,0,2,2,0,2,2,0,0,0,47,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0
2094-142345-0022,2094,2.28,0.9199999999999999,53.253696,68.42754,False,True,False,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2094-142345-0023,2094,5.18,0.9699999999999995,46.97481,63.237804,False,True,False,5,15,0,0,0,0,0,0,1,0,0,4,0,0,3,1,0,2,0,2,3,0,2,2,0,0,0,54,0,0,0,0,3,0,2,0,0,0,0,0,1,0,1,1,0,4,0,0
2094-142345-0024,2094,5.27,1.5999999999999994,51.197247,71.44299,False,True,False,3,6,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,1,0,0,1,0,0,2,0,0,1,36,0,3,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0
2094-142345-0025,2094,3.595,1.1150000000000004,46.930904,62.635647,False,True,True,2,6,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,30,0,1,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2094-142345-0026,2094,2.825,0.7050000000000003,46.37925,,False,False,False,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,26,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
2094-142345-0027,2094,5.63,1.1900000000000004,48.441628,66.327034,False,True,False,2,10,0,0,0,0,0,0,1,0,0,1,0,4,0,2,0,3,0,0,0,0,0,1,0,0,0,41,0,3,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0
2094-142345-0028,2094,6.84,1.6099999999999999,46.6701,60.724186,False,True,False,5,6,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,1,0,0,1,0,0,2,1,0,0,49,0,5,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0
2094-142345-0029,2094,8.525,1.9149999999999998,57.727146,68.1359,False,True,False,4,13,0,1,0,0,0,0,2,0,0,1,0,1,3,1,0,1,0,3,3,0,0,1,1,0,0,79,0,4,0,0,6,0,0,0,1,0,0,0,0,1,0,0,2,8,0,0
2094-142345-0030,2094,16.12,2.8699999999999997,54.68436,65.41407,False,True,False,9,27,0,2,0,0,0,0,2,0,0,5,0,3,3,2,0,2,0,4,6,0,0,7,0,0,0,168,0,8,0,0,9,1,0,0,3,0,0,0,2,0,0,1,0,16,0,0
2094-142345-0031,2094,2.78,0.7399999999999998,47.29978,,False,False,False,2,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,1,1,0,0,0,30,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
2094-142345-0032,2094,3.24,0.6100000000000002,46.50081,66.814545,False,True,False,3,4,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,32,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0
2094-142345-0033,2094,12.865,2.4849999999999977,46.41669,65.27633,False,True,False,9,20,1,1,1,0,0,1,1,0,0,4,1,0,4,3,0,0,0,2,4,0,4,2,1,0,0,131,0,2,0,1,10,0,2,0,0,0,0,0,0,0,0,2,0,15,1,0
2094-142345-0034,2094,7.99,1.11,48.415817,61.68085,False,True,False,5,13,0,0,1,0,0,0,2,0,0,2,0,1,3,1,0,1,0,4,1,0,1,1,0,0,0,87,0,6,0,0,4,0,0,0,0,0,0,0,2,0,0,1,1,10,0,0
2094-142345-0035,2094,3.575,1.2250000000000008,49.159443,58.025253,False,True,False,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,35,0,3,0,0,4,0,0,0,1,0,0,0,0,1,0,0,2,4,0,0
2094-142345-0036,2094,6.915,1.6849999999999998,48.304558,65.003815,False,True,False,4,10,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,1,0,2,1,0,1,1,0,0,0,62,0,3,0,0,3,0,0,0,1,0,0,0,2,0,0,3,0,4,1,0
2094-142345-0037,2094,10.49,2.6399999999999997,47.390045,64.257996,False,True,False,8,11,0,1,0,0,0,0,2,0,0,5,0,0,2,0,0,2,0,1,3,0,0,3,0,0,0,102,0,2,0,1,5,0,0,0,3,0,0,0,1,1,0,2,1,5,0,0
2094-142345-0038,2094,20.25,3.9600009999999966,46.99903,64.00333,False,True,False,13,37,0,0,0,1,2,0,5,0,0,5,0,3,8,2,2,4,0,3,7,0,5,3,0,0,0,213,0,6,0,1,9,0,1,0,2,0,0,0,0,0,0,4,1,22,1,0
2094-142345-0039,2094,6.28,0.8500000000000008,47.554432,65.05805,False,True,False,5,10,0,0,1,0,0,0,3,0,0,1,0,0,4,0,0,0,0,1,3,0,1,1,0,0,0,71,0,6,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0
2094-142345-0040,2094,2.385,0.8349999999999997,47.30977,,False,False,False,1,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2094-142345-0041,2094,1.42,0.74,46.004456,,False,False,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2094-142345-0042,2094,2.455,0.8350000000000002,47.163715,59.641964,False,True,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,21,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
2094-142345-0043,2094,7.35,1.8199999999999996,47.936127,69.66476,False,True,False,2,7,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,2,1,0,0,1,0,0,0,82,0,3,0,0,4,0,0,0,1,0,0,0,1,1,0,2,0,12,0,0
2094-142345-0044,2094,3.52,1.0,47.77173,61.487873,False,True,False,2,8,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,1,0,2,0,0,0,2,1,0,0,34,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2094-142345-0045,2094,3.005,0.9449999999999998,49.602406,63.63281,False,True,False,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,27,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2094-142345-0046,2094,1.905,0.7550000000000001,49.129627,,False,False,False,1,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,16,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
2094-142345-0047,2094,2.21,0.7,45.605663,66.4333,False,True,False,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,18,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2094-142345-0048,2094,6.39,1.1000000000000005,45.515392,58.954567,False,True,False,6,7,0,0,0,0,0,0,2,0,0,4,0,1,2,0,0,1,0,1,1,0,0,1,2,0,0,69,0,1,0,0,4,1,0,0,2,0,0,0,2,0,0,2,0,7,0,0
2094-142345-0049,2094,6.125,1.545,46.14376,64.40025,False,True,False,5,5,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,54,0,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0
2094-142345-0050,2094,4.045,1.2149999999999999,45.73853,61.52362,False,True,False,3,2,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,34,0,1,0,1,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
2094-142345-0051,2094,5.31,1.5299999999999998,45.60282,62.734074,False,True,False,1,9,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,0,0,2,2,0,0,0,57,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,2,1,4,0,0
2094-142345-0052,2094,6.53,2.0000000000000004,46.637638,64.610374,False,True,False,3,5,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,68,0,4,0,0,4,0,1,0,1,0,0,0,0,0,0,1,1,9,0,0
2094-142345-0053,2094,3.395,0.6749999999999998,45.969585,59.6535,False,True,False,4,5,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,45,0,5,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,8,0,0
2094-142345-0054,2094,5.68,1.9400000000000002,47.322803,61.314518,False,True,False,4,11,0,0,0,0,1,0,1,0,0,2,0,1,2,2,0,2,0,2,1,0,1,0,2,0,0,42,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2094-142345-0055,2094,2.655,0.6749999999999996,46.66394,61.044727,False,True,False,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,25,0,3,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0
2094-142345-0056,2094,3.84,0.7199999999999998,45.176426,59.775913,False,True,False,3,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,42,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2094-142345-0057,2094,10.08,2.1000000000000005,46.958473,56.503662,False,True,False,7,11,0,1,0,0,0,0,3,0,0,3,0,2,3,0,0,2,0,2,0,0,0,2,0,0,0,107,0,6,0,1,6,0,0,0,1,0,0,0,1,0,0,2,1,14,0,0
2094-142345-0058,2094,4.93,1.74,51.362045,63.431503,False,True,False,4,7,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,2,0,2,0,0,0,0,45,0,3,0,0,4,0,2,0,0,0,0,0,2,1,0,0,1,3,0,0
2094-142345-0059,2094,10.01,2.199999999999999,49.43936,61.591114,False,True,False,5,18,0,0,0,0,1,0,2,0,0,2,1,3,3,2,1,0,0,3,4,0,0,1,0,0,0,114,0,3,0,0,6,1,0,0,0,0,0,0,1,0,0,3,0,12,1,0
2094-142345-0060,2094,2.71,0.7500000000000004,47.516033,58.62203,False,True,False,2,5,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,24,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2300-131720-0000,2300,5.08,0.9999999999999993,-11.476875,62.77442,False,True,False,4,12,0,0,0,0,0,0,2,0,0,2,0,0,2,0,1,2,0,3,3,0,0,1,0,0,0,53,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0
2300-131720-0001,2300,14.63,2.189999999999999,-150.75552,61.526405,False,True,False,9,22,0,0,0,0,0,0,5,0,0,4,0,1,4,1,1,2,0,6,3,0,1,3,1,0,0,142,0,6,0,0,6,0,0,0,3,0,0,0,1,1,0,0,0,17,0,0
2300-131720-0002,2300,13.115,2.184999999999998,-142.21655,64.97622,False,True,False,11,15,0,1,0,0,0,0,4,0,0,6,1,2,2,1,1,2,0,0,2,0,2,2,0,0,0,129,0,8,0,1,6,0,1,0,3,0,0,0,1,0,0,2,0,11,0,0
2300-131720-0003,2300,16.76,2.5600000000000023,-147.5611,61.649906,False,True,False,8,25,0,0,1,0,0,0,4,0,0,3,1,2,5,1,1,3,0,3,4,0,2,3,1,0,0,154,0,6,0,0,9,0,0,0,1,0,0,0,1,0,0,1,1,18,1,0
2300-131720-0004,2300,19.91,3.0600040000000024,-152.49959,65.06829,False,True,False,9,35,1,0,0,1,0,0,6,0,0,1,1,1,7,2,0,4,0,8,8,0,2,2,0,0,0,206,0,8,0,0,10,1,0,0,0,0,0,0,0,1,0,5,1,24,1,0
2300-131720-0005,2300,6.9,1.2500000000000004,3.2022119,66.55069,False,True,False,3,13,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,6,0,0,2,0,0,2,0,0,0,60,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0
2300-131720-0006,2300,4.12,0.97,30.411018,67.34262,False,True,False,2,8,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,1,0,1,1,0,0,1,0,0,0,39,0,1,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,4,0,0
2300-131720-0007,2300,13.445,2.005000000000003,24.904547,63.80867,False,True,False,8,20,0,1,0,0,0,0,5,0,0,2,0,2,2,0,1,2,0,4,6,0,0,3,0,0,0,125,0,2,0,0,7,1,0,0,0,1,0,0,0,1,0,2,1,8,0,1
2300-131720-0008,2300,9.125,1.6349999999999998,-62.80033,57.920856,False,True,False,1,7,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,2,0,0,0,0,0,0,86,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0
2300-131720-0009,2300,9.605,1.3149999999999984,-23.209711,60.14488,False,True,False,8,12,0,0,2,0,0,0,3,0,0,3,1,0,2,2,0,2,0,1,2,0,0,2,0,0,0,100,0,3,0,0,9,0,0,0,1,0,0,0,0,0,0,2,2,10,2,0
2300-131720-0010,2300,10.82,1.9999999999999987,0.3864768,63.035595,False,True,False,11,20,0,0,0,0,0,0,5,0,0,6,0,2,4,1,0,3,0,5,2,0,1,2,0,0,0,107,0,2,0,2,8,0,0,0,4,0,0,0,0,0,0,1,1,4,0,0
2300-131720-0011,2300,15.875,2.1950000000000003,40.348774,65.00142,False,True,False,8,23,0,0,0,0,0,0,4,0,0,4,0,2,5,0,1,3,0,4,4,0,0,4,0,0,0,148,0,7,0,1,9,0,0,1,1,0,0,0,0,1,1,1,2,17,0,0
2300-131720-0012,2300,11.145,1.6750000000000003,-80.886345,65.795456,False,True,False,2,13,0,0,0,0,1,0,1,0,0,0,0,2,2,3,0,2,0,1,2,0,0,1,0,0,0,112,0,8,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0
2300-131720-0013,2300,13.89,1.3499999999999985,10.395556,63.02594,False,True,False,7,25,0,0,0,0,1,0,2,0,0,4,1,2,7,0,0,2,0,7,5,0,1,0,0,0,0,157,1,7,0,0,5,0,1,0,2,0,0,0,0,0,0,1,4,17,0,0
2300-131720-0014,2300,3.75,0.6100000000000002,-56.969727,64.352516,False,True,False,2,8,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,1,0,1,1,0,0,1,0,0,0,33,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2300-131720-0015,2300,8.875,1.2150000000000005,34.141525,61.73567,False,True,False,8,18,0,1,0,0,0,0,4,0,0,3,1,2,2,0,0,4,0,2,5,0,0,2,0,0,0,91,0,1,0,0,4,0,0,0,1,0,1,0,1,1,0,1,0,5,0,0
2300-131720-0016,2300,20.015,1.945,31.26551,61.315067,False,True,False,13,22,1,0,0,0,0,0,4,0,0,8,1,2,2,0,1,3,0,4,5,0,2,2,1,0,0,201,0,14,0,1,7,0,0,0,6,0,0,0,1,0,0,2,1,29,0,0
2300-131720-0017,2300,19.915,3.324997999999999,-37.22652,63.913345,False,True,False,7,23,0,1,0,0,0,0,2,0,1,3,1,4,6,2,0,1,0,0,7,0,0,2,0,0,0,198,0,8,0,1,11,2,0,0,2,0,0,0,0,0,0,3,2,22,0,0
2300-131720-0018,2300,12.54,1.569999999999998,-27.038195,63.182365,False,True,False,12,18,0,1,0,0,1,0,1,0,0,9,0,0,4,1,0,5,0,3,5,0,0,0,0,0,0,124,0,6,0,2,5,0,0,0,5,0,0,0,2,1,0,3,0,9,0,0
2300-131720-0019,2300,14.82,2.0500000000000007,-122.00299,63.984573,False,True,False,8,23,0,0,0,0,0,0,6,0,0,2,0,4,2,0,1,3,0,2,7,0,1,3,0,0,1,172,0,7,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0
2300-131720-0020,2300,10.35,1.2799999999999991,-37.078735,62.67742,False,True,False,8,22,0,1,0,0,0,0,3,0,0,4,1,2,6,1,0,1,0,5,3,0,0,3,0,0,0,114,0,1,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0
2300-131720-0021,2300,10.95,1.6500000000000004,-15.380662,61.209343,False,True,False,5,14,0,0,0,0,0,0,4,0,0,1,0,1,4,0,1,0,0,1,4,0,0,3,0,0,0,132,0,3,0,0,4,0,0,0,1,0,0,0,0,0,0,1,1,16,0,0
2300-131720-0022,2300,13.665,2.1050000000000004,-34.660732,63.280056,False,True,False,6,11,0,1,0,0,0,0,3,0,0,2,0,1,2,0,0,1,0,2,3,0,0,2,0,0,0,150,0,8,0,0,8,0,0,0,1,0,0,0,0,1,1,4,0,23,0,0
2300-131720-0023,2300,11.06,1.7100000000000009,-27.677275,62.49275,False,True,False,8,20,0,0,0,0,1,0,1,0,0,6,1,3,2,1,0,3,0,1,4,0,0,5,0,0,0,142,0,7,0,2,4,0,0,0,4,0,0,0,0,0,0,1,0,11,0,0
2300-131720-0024,2300,4.77,0.9599999999999996,4.2360897,63.62155,False,True,False,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,0,0,2,0,0,0,50,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0
2300-131720-0025,2300,15.28,2.5300000000000016,-140.11023,61.13757,False,True,False,7,28,0,0,0,0,0,0,4,1,0,2,0,1,5,4,1,4,0,4,5,0,1,3,0,0,0,145,0,7,0,1,10,1,0,0,0,0,0,0,0,1,0,1,0,17,0,1
2300-131720-0026,2300,17.595,2.5550009999999963,22.355103,58.674084,False,True,False,13,22,0,0,0,0,0,1,6,0,0,6,0,2,2,1,1,1,0,5,8,0,0,2,3,0,0,170,0,11,0,1,9,0,0,0,4,0,0,0,0,1,1,2,1,19,0,0
2300-131720-0027,2300,8.62,1.659999999999998,-22.781708,63.059975,False,True,False,2,18,0,0,0,0,0,0,1,0,0,1,0,3,4,2,0,3,0,3,2,0,0,1,0,0,0,84,0,3,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0
2300-131720-0028,2300,25.94,4.389996000000001,31.5802,61.59119,False,True,False,11,34,0,0,0,0,0,0,7,0,0,4,1,1,6,3,4,2,0,5,7,0,1,4,0,0,0,248,0,6,0,0,15,1,0,0,1,0,0,0,3,0,0,3,3,22,0,0
2300-131720-0029,2300,6.425,1.1149999999999993,-55.240746,63.15644,False,True,False,3,18,0,1,0,0,0,0,2,0,0,0,0,1,5,0,0,4,0,5,1,0,1,1,0,0,0,66,0,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
2300-131720-0030,2300,9.98,1.04,-6.7881055,62.401764,False,True,False,3,24,0,0,0,0,0,0,3,0,0,0,0,3,5,1,1,4,0,6,3,0,0,1,0,0,0,106,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0
2300-131720-0031,2300,16.585,1.7350000000000003,-131.74144,62.246147,False,True,False,16,25,0,0,1,0,1,0,8,1,0,5,3,1,3,1,0,5,0,1,7,0,2,2,0,0,0,169,0,8,0,0,7,0,1,0,2,0,0,0,2,0,0,2,0,19,0,0
2300-131720-0032,2300,11.69,1.9099999999999988,-126.00882,63.201954,False,True,False,4,15,0,0,0,0,0,0,1,0,0,3,0,1,2,0,1,4,0,0,5,0,0,2,0,0,0,123,1,9,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,17,0,0
2300-131720-0033,2300,17.605,2.5450000000000026,-15.91981,62.021576,False,True,False,12,31,0,0,0,0,0,0,6,0,0,6,1,3,5,3,1,5,0,4,6,0,2,1,0,0,0,180,0,10,0,0,8,0,0,0,2,0,0,0,1,0,0,4,2,21,3,0
2300-131720-0034,2300,8.605,1.315,14.536639,59.908863,False,True,False,6,13,0,1,0,0,0,0,4,0,0,1,0,3,3,0,1,2,0,1,1,0,0,2,0,0,0,87,0,3,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,8,0,0
2300-131720-0035,2300,25.49,4.100000999999999,-124.45098,62.429848,False,True,False,13,35,0,0,0,0,0,0,8,1,0,4,2,3,5,2,1,6,0,6,3,0,3,4,0,0,0,262,0,14,0,0,12,0,1,0,1,0,0,0,1,0,0,0,2,34,1,0
2300-131720-0036,2300,7.085,1.4449999999999994,-117.496185,62.44122,False,True,False,4,11,0,0,0,0,0,0,3,0,0,1,0,1,1,1,1,2,0,2,2,0,1,0,0,0,0,76,0,5,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,12,0,0
2300-131720-0037,2300,7.965,1.215,-29.255375,60.444107,False,True,False,1,12,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,3,2,0,0,2,0,0,0,73,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0
2300-131720-0038,2300,5.61,1.2200000000000006,-91.64041,58.32081,False,True,False,2,5,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,60,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0
2300-131720-0039,2300,2.385,0.8749999999999997,27.1354,59.60529,False,True,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2300-131720-0040,2300,5.455,1.0950000000000006,-26.656097,59.141495,False,True,False,2,9,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,0,0,2,0,0,2,0,0,0,64,0,5,0,1,3,0,0,0,1,0,0,0,0,0,0,2,0,9,0,0
2300-131720-0041,2300,3.75,0.8499999999999999,-94.08374,,False,False,False,1,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,4,0,0,0,36,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
237-126133-0000,237,13.29,1.449999999999999,25.483297,45.144608,False,True,False,11,19,0,3,1,0,1,0,2,0,0,4,0,1,4,2,0,2,0,4,6,0,0,0,0,0,0,151,0,3,0,2,8,1,0,1,1,0,0,0,0,0,0,1,1,15,0,0
237-126133-0001,237,11.965,1.4650000000000023,28.364206,48.260532,False,True,False,7,15,1,0,0,0,0,0,5,0,0,1,0,0,1,0,0,2,0,5,2,0,0,5,0,0,0,126,0,2,0,0,4,1,0,0,0,0,0,1,0,0,0,2,1,10,0,0
237-126133-0002,237,8.92,1.6899999999999995,24.41436,46.611813,False,True,False,5,14,0,0,1,0,1,0,1,0,1,1,0,0,0,2,1,3,0,0,2,0,2,4,1,0,0,93,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,12,1,0
237-126133-0003,237,6.56,0.7499999999999991,27.702198,46.464706,False,True,False,3,12,0,0,0,0,0,0,2,0,0,1,0,1,3,1,1,0,0,2,2,0,0,2,1,0,0,73,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0
237-126133-0004,237,3.295,0.6249999999999998,28.415062,51.83789,False,True,False,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,34,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
